date_time,open,close,min,max,volume
2024-11-10 23:05:00,20.159665,20.161795,20.157595,20.162255,142
2024-11-10 23:05:30,20.161395,20.155245,20.154805,20.162145,107
2024-11-10 23:06:00,20.156695,20.154055,20.152655,20.157255,102
2024-11-10 23:06:30,20.154005,20.155505,20.152145,20.157615,126
2024-11-10 23:07:00,20.156155,20.153705,20.151455,20.158505,119
2024-11-10 23:07:30,20.154255,20.153705,20.151805,20.155605,74
2024-11-10 23:08:00,20.153705,20.154305,20.150625,20.155745,116
2024-11-10 23:08:30,20.154305,20.154505,20.151655,20.155615,98
2024-11-10 23:09:00,20.153955,20.151295,20.149595,20.155315,88
2024-11-10 23:09:30,20.152095,20.147345,20.144845,20.152295,89
2024-11-10 23:10:00,20.147145,20.142495,20.142055,20.149395,147
2024-11-10 23:10:30,20.143245,20.143005,20.140645,20.143655,87
2024-11-10 23:11:00,20.142995,20.139405,20.137265,20.143395,119
2024-11-10 23:11:30,20.138655,20.137935,20.136735,20.140105,123
2024-11-10 23:12:00,20.138185,20.137845,20.136605,20.139505,89
2024-11-10 23:12:30,20.137595,20.139095,20.137095,20.140205,110
2024-11-10 23:13:00,20.139095,20.139645,20.137845,20.141455,135
2024-11-10 23:13:30,20.139195,20.140495,20.138845,20.141095,127
2024-11-10 23:14:00,20.140945,20.140905,20.139545,20.141195,110
2024-11-10 23:14:30,20.140895,20.140105,20.138645,20.141105,108
2024-11-10 23:15:00,20.139605,20.140395,20.139545,20.141645,133
2024-11-10 23:15:30,20.139595,20.141045,20.139355,20.141585,120
2024-11-10 23:16:00,20.141045,20.140905,20.138805,20.141645,126
2024-11-10 23:16:30,20.140755,20.139875,20.138395,20.141495,132
2024-11-10 23:17:00,20.139575,20.138705,20.137185,20.140025,109
2024-11-10 23:17:30,20.138705,20.138115,20.137305,20.139545,110
2024-11-10 23:18:00,20.138115,20.137955,20.137185,20.138675,103
2024-11-10 23:18:30,20.138305,20.138335,20.137995,20.140355,95
2024-11-10 23:19:00,20.138345,20.138055,20.137995,20.139585,110
2024-11-10 23:19:30,20.138055,20.141055,20.137595,20.141655,126
2024-11-10 23:20:00,20.141005,20.141255,20.140105,20.142015,113
2024-11-10 23:20:30,20.141055,20.140445,20.139355,20.143095,123
2024-11-10 23:21:00,20.140195,20.141405,20.140195,20.142205,121
2024-11-10 23:21:30,20.140955,20.141375,20.140355,20.142355,122
2024-11-10 23:22:00,20.140825,20.140695,20.139805,20.141535,91
2024-11-10 23:22:30,20.140045,20.141385,20.139695,20.142495,118
2024-11-10 23:23:00,20.141395,20.141405,20.139205,20.142255,134
2024-11-10 23:23:30,20.140855,20.140205,20.138245,20.142055,106
2024-11-10 23:24:00,20.140195,20.139545,20.138675,20.141205,124
2024-11-10 23:24:30,20.139555,20.139905,20.138555,20.141545,123
