id,from,at,to,open,close,min,max,volume
5256252,2024-11-10 22:01:00,1731276090000000000,1731276090,0.82962,0.82962,0.82962,0.82962,0
5256253,2024-11-10 22:01:30,1731276120000000000,1731276120,0.82962,0.82962,0.82962,0.82962,0
5256254,2024-11-10 22:02:00,1731276150000000000,1731276150,0.82962,0.82962,0.82962,0.82962,0
5256255,2024-11-10 22:02:30,1731276180000000000,1731276180,0.82962,0.82962,0.82962,0.82962,0
5256256,2024-11-10 22:03:00,1731276210000000000,1731276210,0.82962,0.830115,0.82962,0.830115,1
5256257,2024-11-10 22:03:30,1731276240000000000,1731276240,0.830115,0.830115,0.830115,0.830115,0
5256258,2024-11-10 22:04:00,1731276270000000000,1731276270,0.830115,0.830005,0.830005,0.830115,1
5256259,2024-11-10 22:04:30,1731276300000000000,1731276300,0.830005,0.830005,0.830005,0.830005,0
5256260,2024-11-10 22:05:00,1731276330000000000,1731276330,0.830005,0.830055,0.830005,0.830285,5
5256261,2024-11-10 22:05:30,1731276360000000000,1731276360,0.830055,0.830055,0.830055,0.830055,0
5256262,2024-11-10 22:06:00,1731276390000000000,1731276390,0.830055,0.82991,0.82985,0.830055,7
5256263,2024-11-10 22:06:30,1731276420000000000,1731276420,0.829905,0.829795,0.829795,0.829905,7
5256264,2024-11-10 22:07:00,1731276450000000000,1731276450,0.8298,0.829785,0.829785,0.8298,4
5256265,2024-11-10 22:07:30,1731276480000000000,1731276480,0.829785,0.829795,0.829785,0.829885,6
5256266,2024-11-10 22:08:00,1731276510000000000,1731276510,0.82979,0.82987,0.829785,0.82988,11
5256267,2024-11-10 22:08:30,1731276540000000000,1731276540,0.82987,0.829805,0.82971,0.82987,24
5256268,2024-11-10 22:09:00,1731276570000000000,1731276570,0.829805,0.82988,0.829805,0.82988,17
5256269,2024-11-10 22:09:30,1731276600000000000,1731276600,0.82988,0.829875,0.829875,0.82988,1
5256270,2024-11-10 22:10:00,1731276630000000000,1731276630,0.82988,0.829875,0.829845,0.82988,12
5256271,2024-11-10 22:10:30,1731276660000000000,1731276660,0.829875,0.82985,0.82985,0.829875,3
5256272,2024-11-10 22:11:00,1731276690000000000,1731276690,0.82985,0.829865,0.829845,0.829865,5
5256273,2024-11-10 22:11:30,1731276720000000000,1731276720,0.82986,0.82988,0.82985,0.829885,9
5256274,2024-11-10 22:12:00,1731276750000000000,1731276750,0.829885,0.829895,0.829845,0.829895,15
5256275,2024-11-10 22:12:30,1731276780000000000,1731276780,0.829895,0.829825,0.829815,0.8299,22
5256276,2024-11-10 22:13:00,1731276810000000000,1731276810,0.829825,0.82976,0.82976,0.829825,7
5256277,2024-11-10 22:13:30,1731276840000000000,1731276840,0.82976,0.829765,0.829745,0.8298,24
5256278,2024-11-10 22:14:00,1731276870000000000,1731276870,0.829765,0.82972,0.82972,0.829765,4
5256279,2024-11-10 22:14:30,1731276900000000000,1731276900,0.82972,0.82972,0.82972,0.829765,11
5256280,2024-11-10 22:15:00,1731276930000000000,1731276930,0.829705,0.82983,0.82969,0.82984,35
5256281,2024-11-10 22:15:30,1731276960000000000,1731276960,0.82983,0.82987,0.829795,0.829875,18
5256282,2024-11-10 22:16:00,1731276990000000000,1731276990,0.82987,0.82987,0.82986,0.829885,14
5256283,2024-11-10 22:16:30,1731277020000000000,1731277020,0.829865,0.829835,0.829835,0.8299,11
5256284,2024-11-10 22:17:00,1731277050000000000,1731277050,0.829835,0.829765,0.829765,0.829835,16
5256285,2024-11-10 22:17:30,1731277080000000000,1731277080,0.829765,0.8298,0.82976,0.829805,8
5256286,2024-11-10 22:18:00,1731277110000000000,1731277110,0.8298,0.82981,0.8298,0.82981,2
5256287,2024-11-10 22:18:30,1731277140000000000,1731277140,0.82981,0.82986,0.829755,0.82988,21
5256288,2024-11-10 22:19:00,1731277170000000000,1731277170,0.82986,0.8298,0.829795,0.829865,19
5256289,2024-11-10 22:19:30,1731277200000000000,1731277200,0.8298,0.82973,0.82973,0.82984,27
5256290,2024-11-10 22:20:00,1731277230000000000,1731277230,0.82973,0.82976,0.829705,0.82977,19
5256291,2024-11-10 22:20:30,1731277260000000000,1731277260,0.82978,0.82977,0.82974,0.82978,12
5256292,2024-11-10 22:21:00,1731277290000000000,1731277290,0.82977,0.829685,0.829685,0.829775,12
5256293,2024-11-10 22:21:30,1731277320000000000,1731277320,0.829685,0.8297,0.829685,0.829705,6
5256294,2024-11-10 22:22:00,1731277350000000000,1731277350,0.8297,0.829705,0.8297,0.829705,3
5256295,2024-11-10 22:22:30,1731277380000000000,1731277380,0.829705,0.829705,0.829695,0.829715,9
5256296,2024-11-10 22:23:00,1731277410000000000,1731277410,0.829705,0.8297,0.829695,0.829705,5
5256297,2024-11-10 22:23:30,1731277440000000000,1731277440,0.8297,0.829695,0.829695,0.8297,1
5256298,2024-11-10 22:24:00,1731277470000000000,1731277470,0.829695,0.829695,0.829695,0.829695,0
5256299,2024-11-10 22:24:30,1731277500000000000,1731277500,0.829705,0.829715,0.829705,0.829715,3
5256300,2024-11-10 22:25:00,1731277530000000000,1731277530,0.829725,0.82973,0.82971,0.82974,11
5256301,2024-11-10 22:25:30,1731277560000000000,1731277560,0.82973,0.829725,0.82971,0.829735,9
5256302,2024-11-10 22:26:00,1731277590000000000,1731277590,0.829725,0.82972,0.829715,0.829725,4
5256303,2024-11-10 22:26:30,1731277620000000000,1731277620,0.82972,0.82973,0.82972,0.82974,5
5256304,2024-11-10 22:27:00,1731277650000000000,1731277650,0.82973,0.829715,0.829715,0.829735,5
5256305,2024-11-10 22:27:30,1731277680000000000,1731277680,0.829715,0.82972,0.829705,0.829745,10
5256306,2024-11-10 22:28:00,1731277710000000000,1731277710,0.82972,0.82971,0.82971,0.829725,3
5256307,2024-11-10 22:28:30,1731277740000000000,1731277740,0.82971,0.82971,0.82971,0.829715,2
5256308,2024-11-10 22:29:00,1731277770000000000,1731277770,0.8297,0.829695,0.829695,0.8297,2
5256309,2024-11-10 22:29:30,1731277800000000000,1731277800,0.829695,0.82969,0.829685,0.829695,3
5256310,2024-11-10 22:30:00,1731277830000000000,1731277830,0.829695,0.82972,0.82969,0.82973,24
5256311,2024-11-10 22:30:30,1731277860000000000,1731277860,0.82972,0.829695,0.829695,0.829725,9
5256312,2024-11-10 22:31:00,1731277890000000000,1731277890,0.829695,0.829695,0.829695,0.829715,9
5256313,2024-11-10 22:31:30,1731277920000000000,1731277920,0.82969,0.82969,0.829675,0.829695,6
5256314,2024-11-10 22:32:00,1731277950000000000,1731277950,0.82969,0.82971,0.82969,0.829725,12
5256315,2024-11-10 22:32:30,1731277980000000000,1731277980,0.82971,0.82975,0.829705,0.829755,22
5256316,2024-11-10 22:33:00,1731278010000000000,1731278010,0.82974,0.829775,0.82974,0.829795,16
5256317,2024-11-10 22:33:30,1731278040000000000,1731278040,0.829775,0.829755,0.829755,0.829775,8
5256318,2024-11-10 22:34:00,1731278070000000000,1731278070,0.829755,0.82973,0.82973,0.82976,6
5256319,2024-11-10 22:34:30,1731278100000000000,1731278100,0.82973,0.82973,0.829685,0.82973,10
5256320,2024-11-10 22:35:00,1731278130000000000,1731278130,0.82973,0.82973,0.82973,0.82973,0
5256321,2024-11-10 22:35:30,1731278160000000000,1731278160,0.82973,0.82975,0.8297,0.82976,62
5256322,2024-11-10 22:36:00,1731278190000000000,1731278190,0.82975,0.82976,0.829745,0.82979,9
