id,from,at,to,open,close,min,max,volume
5256328,2024-11-10 22:39:00,1731278370000000000,1731278370,1.07112,1.071135,1.07108,1.07115,65
5256329,2024-11-10 22:39:30,1731278400000000000,1731278400,1.071125,1.071135,1.07109,1.071145,77
5256330,2024-11-10 22:40:00,1731278430000000000,1731278430,1.071135,1.071135,1.071125,1.071145,34
5256331,2024-11-10 22:40:30,1731278460000000000,1731278460,1.071125,1.07111,1.07109,1.071135,44
5256332,2024-11-10 22:41:00,1731278490000000000,1731278490,1.07112,1.07113,1.0711,1.07114,54
5256333,2024-11-10 22:41:30,1731278520000000000,1731278520,1.07112,1.0711,1.0711,1.07114,49
5256334,2024-11-10 22:42:00,1731278550000000000,1731278550,1.071105,1.071225,1.071105,1.071225,51
5256335,2024-11-10 22:42:30,1731278580000000000,1731278580,1.071225,1.071245,1.07121,1.07128,75
5256336,2024-11-10 22:43:00,1731278610000000000,1731278610,1.071245,1.071255,1.071215,1.071295,92
5256337,2024-11-10 22:43:30,1731278640000000000,1731278640,1.071255,1.071235,1.071215,1.071285,115
5256338,2024-11-10 22:44:00,1731278670000000000,1731278670,1.071235,1.07125,1.071225,1.071285,119
5256339,2024-11-10 22:44:30,1731278700000000000,1731278700,1.07125,1.071235,1.07122,1.071265,114
5256340,2024-11-10 22:45:00,1731278730000000000,1731278730,1.071225,1.071195,1.07119,1.07126,195
5256341,2024-11-10 22:45:30,1731278760000000000,1731278760,1.071205,1.071185,1.07117,1.071235,154
5256342,2024-11-10 22:46:00,1731278790000000000,1731278790,1.071185,1.07118,1.071125,1.07119,94
5256343,2024-11-10 22:46:30,1731278820000000000,1731278820,1.07117,1.071185,1.07117,1.071205,127
5256344,2024-11-10 22:47:00,1731278850000000000,1731278850,1.071175,1.071175,1.07114,1.07119,58
5256345,2024-11-10 22:47:30,1731278880000000000,1731278880,1.071175,1.071185,1.071175,1.071215,52
5256346,2024-11-10 22:48:00,1731278910000000000,1731278910,1.071175,1.071165,1.071165,1.071205,61
5256347,2024-11-10 22:48:30,1731278940000000000,1731278940,1.071175,1.071175,1.07116,1.07122,123
5256348,2024-11-10 22:49:00,1731278970000000000,1731278970,1.071185,1.07107,1.07107,1.071225,62
5256349,2024-11-10 22:49:30,1731279000000000000,1731279000,1.07107,1.071065,1.071055,1.0711,58
5256350,2024-11-10 22:50:00,1731279030000000000,1731279030,1.071075,1.071105,1.071075,1.071125,43
5256351,2024-11-10 22:50:30,1731279060000000000,1731279060,1.071115,1.071085,1.071085,1.071115,45
5256352,2024-11-10 22:51:00,1731279090003349408,1731279090,1.071085,1.071085,1.071065,1.071095,32
5256353,2024-11-10 22:51:30,1731279120000000000,1731279120,1.071075,1.071065,1.071055,1.071095,34
5256354,2024-11-10 22:52:00,1731279150000000000,1731279150,1.071065,1.071075,1.071065,1.071085,31
5256355,2024-11-10 22:52:30,1731279180000000000,1731279180,1.071075,1.071185,1.071065,1.07119,75
5256356,2024-11-10 22:53:00,1731279210000000000,1731279210,1.07119,1.071155,1.07114,1.0712,204
5256357,2024-11-10 22:53:30,1731279240000000000,1731279240,1.07116,1.07116,1.071115,1.0712,317
5256358,2024-11-10 22:54:00,1731279270000575092,1731279270,1.071155,1.07115,1.07112,1.071215,147
5256359,2024-11-10 22:54:30,1731279300000000000,1731279300,1.07114,1.071155,1.07109,1.07123,231
5256360,2024-11-10 22:55:00,1731279330000000000,1731279330,1.071165,1.071135,1.071085,1.071175,137
5256361,2024-11-10 22:55:30,1731279360000000000,1731279360,1.071095,1.071065,1.070965,1.071115,147
5256362,2024-11-10 22:56:00,1731279390000000000,1731279390,1.0711,1.07098,1.070955,1.07111,210
5256363,2024-11-10 22:56:30,1731279420000000000,1731279420,1.070985,1.071115,1.07098,1.071125,51
5256364,2024-11-10 22:57:00,1731279450000000000,1731279450,1.071115,1.071085,1.07092,1.071115,108
5256365,2024-11-10 22:57:30,1731279480000000000,1731279480,1.07107,1.071085,1.070835,1.07111,119
5256366,2024-11-10 22:58:00,1731279510000000000,1731279510,1.071095,1.07109,1.07103,1.071115,53
5256367,2024-11-10 22:58:30,1731279540000000000,1731279540,1.07109,1.07105,1.07101,1.07112,79
5256368,2024-11-10 22:59:00,1731279570000000000,1731279570,1.071055,1.071005,1.071005,1.071125,85
5256369,2024-11-10 22:59:30,1731279600000000000,1731279600,1.071015,1.07102,1.070995,1.07103,33
5256370,2024-11-10 23:00:00,1731279630000000000,1731279630,1.070985,1.071045,1.070925,1.07134,325
5256371,2024-11-10 23:00:30,1731279660000000000,1731279660,1.071075,1.07108,1.070965,1.0712,469
5256372,2024-11-10 23:01:00,1731279690000000000,1731279690,1.07108,1.071305,1.07108,1.07132,106
5256373,2024-11-10 23:01:30,1731279720000000000,1731279720,1.071305,1.07123,1.071205,1.071315,76
5256374,2024-11-10 23:02:00,1731279750000000000,1731279750,1.07124,1.07125,1.07123,1.071285,82
5256375,2024-11-10 23:02:30,1731279780000000000,1731279780,1.07125,1.07125,1.071225,1.07126,64
5256376,2024-11-10 23:03:00,1731279810000000000,1731279810,1.07125,1.071245,1.071235,1.07128,44
5256377,2024-11-10 23:03:30,1731279840000000000,1731279840,1.071245,1.071275,1.07124,1.07129,49
5256378,2024-11-10 23:04:00,1731279870000000000,1731279870,1.071285,1.071285,1.071265,1.071315,98
5256379,2024-11-10 23:04:30,1731279900000000000,1731279900,1.071285,1.07127,1.07125,1.071295,46
5256380,2024-11-10 23:05:00,1731279930000000000,1731279930,1.07128,1.071105,1.071055,1.0713,98
5256381,2024-11-10 23:05:30,1731279960000000000,1731279960,1.071105,1.07107,1.071035,1.071115,62
5256382,2024-11-10 23:06:00,1731279990000000000,1731279990,1.07107,1.070945,1.070945,1.07107,50
5256383,2024-11-10 23:06:30,1731280020000000000,1731280020,1.070935,1.07102,1.070895,1.07102,96
5256384,2024-11-10 23:07:00,1731280050000000000,1731280050,1.07102,1.071125,1.07101,1.07114,86
5256385,2024-11-10 23:07:30,1731280080000000000,1731280080,1.071125,1.07119,1.071125,1.0712,45
5256386,2024-11-10 23:08:00,1731280110000000000,1731280110,1.07119,1.07125,1.07117,1.071265,58
5256387,2024-11-10 23:08:30,1731280140000000000,1731280140,1.071245,1.07119,1.07119,1.071245,73
5256388,2024-11-10 23:09:00,1731280170000000000,1731280170,1.071195,1.071155,1.071145,1.071215,49
5256389,2024-11-10 23:09:30,1731280200000000000,1731280200,1.071145,1.071135,1.071135,1.071175,35
5256390,2024-11-10 23:10:00,1731280230000000000,1731280230,1.071125,1.071155,1.071115,1.071165,37
5256391,2024-11-10 23:10:30,1731280260000000000,1731280260,1.071155,1.071155,1.071135,1.071155,35
5256392,2024-11-10 23:11:00,1731280290000000000,1731280290,1.071155,1.071145,1.071135,1.071155,30
5256393,2024-11-10 23:11:30,1731280320000187455,1731280320,1.071145,1.071235,1.0711,1.07126,91
5256394,2024-11-10 23:12:00,1731280350000000000,1731280350,1.071235,1.071235,1.07122,1.071255,56
5256395,2024-11-10 23:12:30,1731280380000000000,1731280380,1.071225,1.07116,1.071145,1.071225,95
5256396,2024-11-10 23:13:00,1731280410000000000,1731280410,1.07115,1.07118,1.07114,1.071205,100
5256397,2024-11-10 23:13:30,1731280440000000000,1731280440,1.071175,1.07114,1.07113,1.0712,65
5256398,2024-11-10 23:14:00,1731280470000000000,1731280470,1.07114,1.071145,1.071125,1.07118,68
5256399,2024-11-10 23:14:30,1731280500000000000,1731280500,1.07114,1.071005,1.071005,1.07114,85
5256400,2024-11-10 23:15:00,1731280530000000000,1731280530,1.071005,1.07105,1.071005,1.071065,59
5256401,2024-11-10 23:15:30,1731280560003174133,1731280560,1.07104,1.071005,1.070975,1.07105,83
5256402,2024-11-10 23:16:00,1731280590000000000,1731280590,1.071015,1.071015,1.070925,1.07103,63
5256403,2024-11-10 23:16:30,1731280620000000000,1731280620,1.071015,1.07102,1.07098,1.07104,68
5256404,2024-11-10 23:17:00,1731280650000000000,1731280650,1.07102,1.071025,1.07101,1.07104,43
5256405,2024-11-10 23:17:30,1731280680000000000,1731280680,1.071025,1.071,1.070985,1.071055,73
5256406,2024-11-10 23:18:00,1731280710000000000,1731280710,1.071,1.07103,1.07097,1.07103,72
5256407,2024-11-10 23:18:30,1731280740000000000,1731280740,1.07103,1.071045,1.071,1.071065,80
5256408,2024-11-10 23:19:00,1731280770000000000,1731280770,1.07105,1.071035,1.07103,1.071065,54
5256409,2024-11-10 23:19:30,1731280800000000000,1731280800,1.071035,1.071075,1.07103,1.071075,41
5256410,2024-11-10 23:20:00,1731280830000000000,1731280830,1.071065,1.071115,1.071065,1.071125,101
5256411,2024-11-10 23:20:30,1731280860000000000,1731280860,1.071105,1.07119,1.071105,1.071205,107
5256412,2024-11-10 23:21:00,1731280890000000000,1731280890,1.071185,1.071215,1.071155,1.071215,85
5256413,2024-11-10 23:21:30,1731280920000000000,1731280920,1.07121,1.07117,1.07115,1.07121,62
5256414,2024-11-10 23:22:00,1731280950000000000,1731280950,1.07117,1.07119,1.07116,1.071195,45
5256415,2024-11-10 23:22:30,1731280980000000000,1731280980,1.071185,1.07116,1.071145,1.07121,100
5256416,2024-11-10 23:23:00,1731281010000000000,1731281010,1.07116,1.071185,1.07114,1.0712,53
5256417,2024-11-10 23:23:30,1731281040000000000,1731281040,1.071195,1.07121,1.071175,1.07121,39
5256418,2024-11-10 23:24:00,1731281070000000000,1731281070,1.07121,1.07131,1.07121,1.07132,98
5256419,2024-11-10 23:24:30,1731281100000000000,1731281100,1.07131,1.07129,1.07128,1.071325,66
5256420,2024-11-10 23:25:00,1731281130000000000,1731281130,1.07129,1.071315,1.07129,1.071325,62
5256421,2024-11-10 23:25:30,1731281160000000000,1731281160,1.071305,1.07132,1.0713,1.07134,76
5256422,2024-11-10 23:26:00,1731281190000000000,1731281190,1.07131,1.071305,1.07128,1.071335,83
5256423,2024-11-10 23:26:30,1731281220000000000,1731281220,1.071305,1.07133,1.071295,1.07134,45
5256424,2024-11-10 23:27:00,1731281250000000000,1731281250,1.07133,1.0713,1.071295,1.071335,61
5256425,2024-11-10 23:27:30,1731281280000000000,1731281280,1.07131,1.07131,1.07128,1.071315,45
5256426,2024-11-10 23:28:00,1731281310000124334,1731281310,1.07131,1.071305,1.07128,1.07132,57
5256427,2024-11-10 23:28:30,1731281340000000000,1731281340,1.07131,1.071285,1.071255,1.071325,75
5256428,2024-11-10 23:29:00,1731281370000000000,1731281370,1.071275,1.071285,1.071235,1.07129,79
5256429,2024-11-10 23:29:30,1731281400000000000,1731281400,1.071275,1.07126,1.07126,1.07129,55
5256430,2024-11-10 23:30:00,1731281430000000000,1731281430,1.071255,1.07132,1.07124,1.07132,77
5256431,2024-11-10 23:30:30,1731281460000000000,1731281460,1.071315,1.07142,1.071315,1.071435,110
5256432,2024-11-10 23:31:00,1731281490000000000,1731281490,1.07141,1.071405,1.071405,1.071435,42
5256433,2024-11-10 23:31:30,1731281520000000000,1731281520,1.071415,1.071505,1.071405,1.07153,92
5256434,2024-11-10 23:32:00,1731281550000000000,1731281550,1.071515,1.07154,1.071485,1.071545,77
5256435,2024-11-10 23:32:30,1731281580000000000,1731281580,1.07153,1.071585,1.07153,1.071595,111
5256436,2024-11-10 23:33:00,1731281610000000000,1731281610,1.071595,1.07168,1.071575,1.071695,82
5256437,2024-11-10 23:33:30,1731281640000000000,1731281640,1.071675,1.071655,1.071655,1.07169,50
5256438,2024-11-10 23:34:00,1731281670000000000,1731281670,1.071665,1.071675,1.071645,1.071705,89
5256439,2024-11-10 23:34:30,1731281700000000000,1731281700,1.071685,1.071655,1.071645,1.071705,63
5256440,2024-11-10 23:35:00,1731281730000000000,1731281730,1.071665,1.07157,1.071535,1.071675,75
5256441,2024-11-10 23:35:30,1731281760000000000,1731281760,1.071575,1.07157,1.07155,1.07158,40
5256442,2024-11-10 23:36:00,1731281790000000000,1731281790,1.071565,1.0716,1.071565,1.071615,52
5256443,2024-11-10 23:36:30,1731281820000000000,1731281820,1.0716,1.071595,1.071555,1.071615,58
5256444,2024-11-10 23:37:00,1731281850000000000,1731281850,1.0716,1.0716,1.071575,1.07162,58
5256445,2024-11-10 23:37:30,1731281880000000000,1731281880,1.0716,1.07158,1.07158,1.07162,66
5256446,2024-11-10 23:38:00,1731281910000000000,1731281910,1.07158,1.07154,1.07151,1.0716,65
5256447,2024-11-10 23:38:30,1731281940000000000,1731281940,1.071545,1.071455,1.071455,1.071555,56
5256448,2024-11-10 23:39:00,1731281970000000000,1731281970,1.07145,1.071345,1.071335,1.07145,77
5256449,2024-11-10 23:39:30,1731282000000000000,1731282000,1.071345,1.071375,1.071345,1.071395,43
5256450,2024-11-10 23:40:00,1731282030000000000,1731282030,1.07137,1.071345,1.07131,1.07139,67
5256451,2024-11-10 23:40:30,1731282060000000000,1731282060,1.071345,1.071355,1.071235,1.071355,98
5256452,2024-11-10 23:41:00,1731282090000000000,1731282090,1.07135,1.071345,1.071315,1.07136,36
5256453,2024-11-10 23:41:30,1731282120000000000,1731282120,1.07135,1.071285,1.071285,1.071355,65
5256454,2024-11-10 23:42:00,1731282150000000000,1731282150,1.07128,1.07138,1.07127,1.07138,80
5256455,2024-11-10 23:42:30,1731282180000000000,1731282180,1.071375,1.07137,1.07135,1.07141,52
5256456,2024-11-10 23:43:00,1731282210000000000,1731282210,1.07137,1.071305,1.071275,1.07139,82
5256457,2024-11-10 23:43:30,1731282240000000000,1731282240,1.071305,1.071355,1.07128,1.07136,84
5256458,2024-11-10 23:44:00,1731282270001322223,1731282270,1.07135,1.07133,1.071315,1.071365,67
5256459,2024-11-10 23:44:30,1731282300000000000,1731282300,1.071335,1.071335,1.07132,1.07136,44
5256460,2024-11-10 23:45:00,1731282330001033693,1731282330,1.07134,1.071355,1.071305,1.071365,85
5256461,2024-11-10 23:45:30,1731282360000000000,1731282360,1.071355,1.071405,1.071335,1.07142,82
5256462,2024-11-10 23:46:00,1731282390000000000,1731282390,1.071395,1.07154,1.07138,1.07154,85
5256463,2024-11-10 23:46:30,1731282420000000000,1731282420,1.07153,1.07159,1.071525,1.071595,76
5256464,2024-11-10 23:47:00,1731282450000000000,1731282450,1.07159,1.071545,1.071525,1.07159,77
5256465,2024-11-10 23:47:30,1731282480000000000,1731282480,1.071555,1.071545,1.071525,1.071565,57
5256466,2024-11-10 23:48:00,1731282510000000000,1731282510,1.071545,1.071635,1.07153,1.071635,89
5256467,2024-11-10 23:48:30,1731282540000000000,1731282540,1.071635,1.071605,1.07158,1.071635,45
5256468,2024-11-10 23:49:00,1731282570000000000,1731282570,1.071605,1.071625,1.07159,1.071655,88
5256469,2024-11-10 23:49:30,1731282600000000000,1731282600,1.071635,1.07168,1.071605,1.07168,66
5256470,2024-11-10 23:50:00,1731282630000000000,1731282630,1.07167,1.071555,1.071555,1.07169,69
5256471,2024-11-10 23:50:30,1731282660000000000,1731282660,1.071545,1.071435,1.071435,1.07155,62
5256472,2024-11-10 23:51:00,1731282690000000000,1731282690,1.071435,1.071405,1.071405,1.071475,53
5256473,2024-11-10 23:51:30,1731282720000000000,1731282720,1.071405,1.071495,1.071395,1.07154,51
5256474,2024-11-10 23:52:00,1731282750000000000,1731282750,1.071495,1.071415,1.071385,1.071515,51
5256475,2024-11-10 23:52:30,1731282780000000000,1731282780,1.071415,1.07141,1.071385,1.071415,46
5256476,2024-11-10 23:53:00,1731282810000000000,1731282810,1.07141,1.0714,1.07138,1.07142,73
5256477,2024-11-10 23:53:30,1731282840000000000,1731282840,1.0714,1.0715,1.071395,1.071535,73
5256478,2024-11-10 23:54:00,1731282870000000000,1731282870,1.0715,1.07147,1.071435,1.071505,85
5256479,2024-11-10 23:54:30,1731282900000000000,1731282900,1.07146,1.07146,1.07144,1.071485,75
5256480,2024-11-10 23:55:00,1731282930000000000,1731282930,1.07146,1.07145,1.07144,1.07147,30
5256481,2024-11-10 23:55:30,1731282960000000000,1731282960,1.07145,1.07145,1.07142,1.07146,50
5256482,2024-11-10 23:56:00,1731282990000000000,1731282990,1.07145,1.071375,1.071365,1.07146,83
5256483,2024-11-10 23:56:30,1731283020000000000,1731283020,1.071375,1.07147,1.071365,1.07147,76
5256484,2024-11-10 23:57:00,1731283050000000000,1731283050,1.07147,1.07146,1.07145,1.07149,58
5256485,2024-11-10 23:57:30,1731283080000000000,1731283080,1.07146,1.071445,1.07143,1.07146,56
5256486,2024-11-10 23:58:00,1731283110000000000,1731283110,1.071435,1.07141,1.07139,1.071455,56
5256487,2024-11-10 23:58:30,1731283140000000000,1731283140,1.071405,1.071345,1.07133,1.071405,30
5256488,2024-11-10 23:59:00,1731283170000000000,1731283170,1.07136,1.071285,1.071235,1.071385,64
5256489,2024-11-10 23:59:30,1731283200000000000,1731283200,1.071305,1.07133,1.0713,1.071345,43
5256490,2024-11-11 00:00:00,1731283230004069178,1731283230,1.071335,1.071285,1.07128,1.071335,98
5256491,2024-11-11 00:00:30,1731283260000000000,1731283260,1.07128,1.071245,1.0712,1.07128,104
5256492,2024-11-11 00:01:00,1731283290000000000,1731283290,1.071255,1.07117,1.071125,1.071295,128
5256493,2024-11-11 00:01:30,1731283320000000000,1731283320,1.071175,1.07124,1.07117,1.071375,154
5256494,2024-11-11 00:02:00,1731283350000000000,1731283350,1.07124,1.07119,1.071175,1.07127,113
5256495,2024-11-11 00:02:30,1731283380000000000,1731283380,1.07119,1.07123,1.07118,1.071255,70
5256496,2024-11-11 00:03:00,1731283410000000000,1731283410,1.071235,1.071255,1.07117,1.07126,93
5256497,2024-11-11 00:03:30,1731283440000000000,1731283440,1.071245,1.071155,1.07113,1.071255,86
5256498,2024-11-11 00:04:00,1731283470000000000,1731283470,1.071155,1.071185,1.071135,1.071185,67
5256499,2024-11-11 00:04:30,1731283500000000000,1731283500,1.071175,1.07112,1.071085,1.071185,106
5256500,2024-11-11 00:05:00,1731283530000000000,1731283530,1.071125,1.071045,1.071045,1.071165,125
5256501,2024-11-11 00:05:30,1731283560000000000,1731283560,1.07104,1.070985,1.07098,1.07111,107
5256502,2024-11-11 00:06:00,1731283590000000000,1731283590,1.07098,1.070975,1.07086,1.071005,139
5256503,2024-11-11 00:06:30,1731283620000000000,1731283620,1.070975,1.071005,1.07095,1.07102,117
5256504,2024-11-11 00:07:00,1731283650000000000,1731283650,1.071,1.070955,1.070945,1.07102,71
5256505,2024-11-11 00:07:30,1731283680000000000,1731283680,1.070955,1.07095,1.07093,1.071,86
5256506,2024-11-11 00:08:00,1731283710000000000,1731283710,1.07096,1.070985,1.070935,1.070995,79
5256507,2024-11-11 00:08:30,1731283740000000000,1731283740,1.070975,1.07097,1.070945,1.071,64
5256508,2024-11-11 00:09:00,1731283770000000000,1731283770,1.070975,1.07105,1.070975,1.071075,95
5256509,2024-11-11 00:09:30,1731283800000000000,1731283800,1.071055,1.071075,1.07101,1.071085,99
5256510,2024-11-11 00:10:00,1731283830000000000,1731283830,1.07107,1.071075,1.071055,1.07109,66
5256511,2024-11-11 00:10:30,1731283860000000000,1731283860,1.071075,1.07113,1.071065,1.071205,78
5256512,2024-11-11 00:11:00,1731283890000000000,1731283890,1.07113,1.071155,1.071125,1.07117,123
5256513,2024-11-11 00:11:30,1731283920000000000,1731283920,1.071165,1.07119,1.071165,1.071225,91
5256514,2024-11-11 00:12:00,1731283950000000000,1731283950,1.07118,1.071245,1.07118,1.07125,72
5256515,2024-11-11 00:12:30,1731283980000000000,1731283980,1.071245,1.071235,1.071215,1.071245,57
5256516,2024-11-11 00:13:00,1731284010000000000,1731284010,1.071245,1.071305,1.07124,1.071305,67
5256517,2024-11-11 00:13:30,1731284040000000000,1731284040,1.0713,1.07126,1.071255,1.071305,76
5256518,2024-11-11 00:14:00,1731284070000000000,1731284070,1.071265,1.071305,1.07125,1.07131,77
5256519,2024-11-11 00:14:30,1731284100000000000,1731284100,1.0713,1.071285,1.071285,1.071315,52
